VisitID,TAXAID,N_TAXA,STORETNo,WaterbodyName,Lat,Long,AvgWidth
010147-8/16/23,Corydalidae (Dobson flies),3,10147,Black River,44.7291,-83.3314,13.7
010147-8/16/23,Sialidae (alder flies),15,10147,Black River,44.7291,-83.3314,13.7
010147-8/16/23,Glossosomatidae,1,10147,Black River,44.7291,-83.3314,13.7
010147-8/16/23,Hydropsychidae,41,10147,Black River,44.7291,-83.3314,13.7
010147-8/16/23,Leptoceridae,8,10147,Black River,44.7291,-83.3314,13.7
010147-8/16/23,Limnephilidae,2,10147,Black River,44.7291,-83.3314,13.7
010147-8/16/23,Molannidae,1,10147,Black River,44.7291,-83.3314,13.7
010147-8/16/23,Philopotamidae,1,10147,Black River,44.7291,-83.3314,13.7
010147-8/16/23,Polycentropodidae,2,10147,Black River,44.7291,-83.3314,13.7
010147-8/16/23,Uenoidae,1,10147,Black River,44.7291,-83.3314,13.7
010147-8/16/23,Hydrophilidae (total),4,10147,Black River,44.7291,-83.3314,13.7
010147-8/16/23,Elmidae,23,10147,Black River,44.7291,-83.3314,13.7
010147-8/16/23,Athericidae,6,10147,Black River,44.7291,-83.3314,13.7
010147-8/16/23,Ceratopogonidae,3,10147,Black River,44.7291,-83.3314,13.7
010147-8/16/23,Chironomidae,39,10147,Black River,44.7291,-83.3314,13.7
010147-8/16/23,Simulidae,5,10147,Black River,44.7291,-83.3314,13.7
010147-8/16/23,Tabanidae,8,10147,Black River,44.7291,-83.3314,13.7
010147-8/16/23,Tipulidae,3,10147,Black River,44.7291,-83.3314,13.7
010147-8/16/23,Ancylidae (limpets),5,10147,Black River,44.7291,-83.3314,13.7
010147-8/16/23,Physidae,25,10147,Black River,44.7291,-83.3314,13.7
010147-8/16/23,Pisidiidae,18,10147,Black River,44.7291,-83.3314,13.7
010147-8/16/23,Unionidae (mussels),1,10147,Black River,44.7291,-83.3314,13.7
030602-9/13/23,Hirudinea (leeches),10,30602,Black Creek,42.76033,-85.88018,20.6
030602-9/13/23,Oligochaeta (worms),5,30602,Black Creek,42.76033,-85.88018,20.6
030602-9/13/23,Amphipoda (scuds),7,30602,Black Creek,42.76033,-85.88018,20.6
030602-9/13/23,Decapoda (crayfish),3,30602,Black Creek,42.76033,-85.88018,20.6
030602-9/13/23,Isopoda (sowbugs),6,30602,Black Creek,42.76033,-85.88018,20.6
030602-9/13/23,Hydracarina,2,30602,Black Creek,42.76033,-85.88018,20.6
030602-9/13/23,Baetidae,16,30602,Black Creek,42.76033,-85.88018,20.6
030602-9/13/23,Heptageniidae,4,30602,Black Creek,42.76033,-85.88018,20.6
030602-9/13/23,Calopterygidae,12,30602,Black Creek,42.76033,-85.88018,20.6
030602-9/13/23,Coenagrionidae,1,30602,Black Creek,42.76033,-85.88018,20.6
030602-9/13/23,Corixidae,13,30602,Black Creek,42.76033,-85.88018,20.6
030602-9/13/23,Veliidae,1,30602,Black Creek,42.76033,-85.88018,20.6
030602-9/13/23,Hydropsychidae,10,30602,Black Creek,42.76033,-85.88018,20.6
030602-9/13/23,Leptoceridae,1,30602,Black Creek,42.76033,-85.88018,20.6
030602-9/13/23,aHaliplidae (adults),1,30602,Black Creek,42.76033,-85.88018,20.6
030602-9/13/23,Dryopidae,1,30602,Black Creek,42.76033,-85.88018,20.6
030602-9/13/23,Elmidae,39,30602,Black Creek,42.76033,-85.88018,20.6
030602-9/13/23,Chironomidae,40,30602,Black Creek,42.76033,-85.88018,20.6
030602-9/13/23,Simulidae,6,30602,Black Creek,42.76033,-85.88018,20.6
030602-9/13/23,Tipulidae,1,30602,Black Creek,42.76033,-85.88018,20.6
030602-9/13/23,Ancylidae (limpets),29,30602,Black Creek,42.76033,-85.88018,20.6
030602-9/13/23,Physidae,2,30602,Black Creek,42.76033,-85.88018,20.6
030602-9/13/23,Viviparidae,14,30602,Black Creek,42.76033,-85.88018,20.6
030602-9/13/23,Pisidiidae,58,30602,Black Creek,42.76033,-85.88018,20.6
030602-9/13/23,Unionidae (mussels),1,30602,Black Creek,42.76033,-85.88018,20.6
030673-9/27/23,Oligochaeta (worms),10,30673,Rabbit River,42.70023,-85.89895,42.3
030673-9/27/23,Amphipoda (scuds),84,30673,Rabbit River,42.70023,-85.89895,42.3
030673-9/27/23,Decapoda (crayfish),3,30673,Rabbit River,42.70023,-85.89895,42.3
030673-9/27/23,Isopoda (sowbugs),18,30673,Rabbit River,42.70023,-85.89895,42.3
030673-9/27/23,Baetidae,27,30673,Rabbit River,42.70023,-85.89895,42.3
030673-9/27/23,Heptageniidae,16,30673,Rabbit River,42.70023,-85.89895,42.3
030673-9/27/23,Isonichiidae,1,30673,Rabbit River,42.70023,-85.89895,42.3
030673-9/27/23,Leptophlebiidae,12,30673,Rabbit River,42.70023,-85.89895,42.3
030673-9/27/23,Calopterygidae,6,30673,Rabbit River,42.70023,-85.89895,42.3
030673-9/27/23,Coenagrionidae,2,30673,Rabbit River,42.70023,-85.89895,42.3
030673-9/27/23,Perlidae,1,30673,Rabbit River,42.70023,-85.89895,42.3
030673-9/27/23,Corixidae,22,30673,Rabbit River,42.70023,-85.89895,42.3
030673-9/27/23,Brachycentridae,9,30673,Rabbit River,42.70023,-85.89895,42.3
030673-9/27/23,Hydropsychidae,6,30673,Rabbit River,42.70023,-85.89895,42.3
030673-9/27/23,Phryganeidae,1,30673,Rabbit River,42.70023,-85.89895,42.3
030673-9/27/23,Polycentropodidae,2,30673,Rabbit River,42.70023,-85.89895,42.3
030673-9/27/23,Psychomyiidae,2,30673,Rabbit River,42.70023,-85.89895,42.3
030673-9/27/23,aHaliplidae (adults),1,30673,Rabbit River,42.70023,-85.89895,42.3
030673-9/27/23,Elmidae,7,30673,Rabbit River,42.70023,-85.89895,42.3
030673-9/27/23,Athericidae,1,30673,Rabbit River,42.70023,-85.89895,42.3
030673-9/27/23,Chironomidae,8,30673,Rabbit River,42.70023,-85.89895,42.3
030673-9/27/23,Simulidae,16,30673,Rabbit River,42.70023,-85.89895,42.3
030673-9/27/23,Tipulidae,4,30673,Rabbit River,42.70023,-85.89895,42.3
030673-9/27/23,Ancylidae (limpets),1,30673,Rabbit River,42.70023,-85.89895,42.3
030673-9/27/23,Physidae,1,30673,Rabbit River,42.70023,-85.89895,42.3
030673-9/27/23,Viviparidae,1,30673,Rabbit River,42.70023,-85.89895,42.3
030673-9/27/23,Pisidiidae,1,30673,Rabbit River,42.70023,-85.89895,42.3
030769-8/25/23,Turbellaria,2,30769,Rabbit River,42.68597,-85.57183,18
030769-8/25/23,Oligochaeta (worms),211,30769,Rabbit River,42.68597,-85.57183,18
030769-8/25/23,Amphipoda (scuds),48,30769,Rabbit River,42.68597,-85.57183,18
030769-8/25/23,Isopoda (sowbugs),4,30769,Rabbit River,42.68597,-85.57183,18
030769-8/25/23,Hydracarina,3,30769,Rabbit River,42.68597,-85.57183,18
030769-8/25/23,Baetidae,11,30769,Rabbit River,42.68597,-85.57183,18
030769-8/25/23,Aeshnidae,1,30769,Rabbit River,42.68597,-85.57183,18
030769-8/25/23,Coenagrionidae,1,30769,Rabbit River,42.68597,-85.57183,18
030769-8/25/23,Belostomatidae,1,30769,Rabbit River,42.68597,-85.57183,18
030769-8/25/23,Corixidae,1,30769,Rabbit River,42.68597,-85.57183,18
030769-8/25/23,Gerridae,2,30769,Rabbit River,42.68597,-85.57183,18
030769-8/25/23,Mesoveliidae,1,30769,Rabbit River,42.68597,-85.57183,18
030769-8/25/23,Nepidae,1,30769,Rabbit River,42.68597,-85.57183,18
030769-8/25/23,Dytiscidae (total),1,30769,Rabbit River,42.68597,-85.57183,18
030769-8/25/23,aHaliplidae (adults),1,30769,Rabbit River,42.68597,-85.57183,18
030769-8/25/23,Hydrophilidae (total),2,30769,Rabbit River,42.68597,-85.57183,18
030769-8/25/23,Ceratopogonidae,2,30769,Rabbit River,42.68597,-85.57183,18
030769-8/25/23,Chironomidae,53,30769,Rabbit River,42.68597,-85.57183,18
030769-8/25/23,Tipulidae,2,30769,Rabbit River,42.68597,-85.57183,18
030769-8/25/23,Physidae,11,30769,Rabbit River,42.68597,-85.57183,18
050176-8/3/23,Turbellaria,1,50176,Cedar River,44.949167,-85.093,49.7
050176-8/3/23,Oligochaeta (worms),7,50176,Cedar River,44.949167,-85.093,49.7
050176-8/3/23,Amphipoda (scuds),5,50176,Cedar River,44.949167,-85.093,49.7
050176-8/3/23,Isopoda (sowbugs),9,50176,Cedar River,44.949167,-85.093,49.7
050176-8/3/23,Hydracarina,9,50176,Cedar River,44.949167,-85.093,49.7
050176-8/3/23,Baetiscidae,1,50176,Cedar River,44.949167,-85.093,49.7
050176-8/3/23,Baetidae,5,50176,Cedar River,44.949167,-85.093,49.7
050176-8/3/23,Ephemerellidae,4,50176,Cedar River,44.949167,-85.093,49.7
050176-8/3/23,Leptophlebiidae,2,50176,Cedar River,44.949167,-85.093,49.7
050176-8/3/23,Corixidae,7,50176,Cedar River,44.949167,-85.093,49.7
050176-8/3/23,Brachycentridae,51,50176,Cedar River,44.949167,-85.093,49.7
050176-8/3/23,Limnephilidae,1,50176,Cedar River,44.949167,-85.093,49.7
050176-8/3/23,aHaliplidae (adults),1,50176,Cedar River,44.949167,-85.093,49.7
050176-8/3/23,Athericidae,1,50176,Cedar River,44.949167,-85.093,49.7
050176-8/3/23,Chironomidae,149,50176,Cedar River,44.949167,-85.093,49.7
050176-8/3/23,Simulidae,3,50176,Cedar River,44.949167,-85.093,49.7
050176-8/3/23,Tabanidae,4,50176,Cedar River,44.949167,-85.093,49.7
050176-8/3/23,Tipulidae,1,50176,Cedar River,44.949167,-85.093,49.7
050176-8/3/23,Physidae,2,50176,Cedar River,44.949167,-85.093,49.7
050176-8/3/23,Planorbidae,1,50176,Cedar River,44.949167,-85.093,49.7
050181-9/21/23,Amphipoda (scuds),42,50181,Finch Creek,44.914,-85.2183,15.3
050181-9/21/23,Isopoda (sowbugs),2,50181,Finch Creek,44.914,-85.2183,15.3
050181-9/21/23,Hydracarina,3,50181,Finch Creek,44.914,-85.2183,15.3
050181-9/21/23,Baetidae,42,50181,Finch Creek,44.914,-85.2183,15.3
050181-9/21/23,Ephemerellidae,24,50181,Finch Creek,44.914,-85.2183,15.3
050181-9/21/23,Leptophlebiidae,1,50181,Finch Creek,44.914,-85.2183,15.3
050181-9/21/23,Sialidae (alder flies),2,50181,Finch Creek,44.914,-85.2183,15.3
050181-9/21/23,Brachycentridae,1,50181,Finch Creek,44.914,-85.2183,15.3
050181-9/21/23,Hydropsychidae,3,50181,Finch Creek,44.914,-85.2183,15.3
050181-9/21/23,Limnephilidae,1,50181,Finch Creek,44.914,-85.2183,15.3
050181-9/21/23,Rhyacophilidae,3,50181,Finch Creek,44.914,-85.2183,15.3
050181-9/21/23,Chironomidae,119,50181,Finch Creek,44.914,-85.2183,15.3
050181-9/21/23,Dixidae,1,50181,Finch Creek,44.914,-85.2183,15.3
050181-9/21/23,Simulidae,16,50181,Finch Creek,44.914,-85.2183,15.3
050181-9/21/23,Pisidiidae,1,50181,Finch Creek,44.914,-85.2183,15.3
050222-9/7/23,Oligochaeta (worms),2,50222,Cold Creek,44.9187,-85.2003,23
050222-9/7/23,Amphipoda (scuds),57,50222,Cold Creek,44.9187,-85.2003,23
050222-9/7/23,Isopoda (sowbugs),7,50222,Cold Creek,44.9187,-85.2003,23
050222-9/7/23,Hydracarina,2,50222,Cold Creek,44.9187,-85.2003,23
050222-9/7/23,Baetidae,30,50222,Cold Creek,44.9187,-85.2003,23
050222-9/7/23,Ephemerellidae,3,50222,Cold Creek,44.9187,-85.2003,23
050222-9/7/23,Corixidae,1,50222,Cold Creek,44.9187,-85.2003,23
050222-9/7/23,Gerridae,1,50222,Cold Creek,44.9187,-85.2003,23
050222-9/7/23,Brachycentridae,12,50222,Cold Creek,44.9187,-85.2003,23
050222-9/7/23,Limnephilidae,10,50222,Cold Creek,44.9187,-85.2003,23
050222-9/7/23,Phryganeidae,1,50222,Cold Creek,44.9187,-85.2003,23
050222-9/7/23,Rhyacophilidae,2,50222,Cold Creek,44.9187,-85.2003,23
050222-9/7/23,Chironomidae,144,50222,Cold Creek,44.9187,-85.2003,23
050222-9/7/23,Simulidae,6,50222,Cold Creek,44.9187,-85.2003,23
050222-9/7/23,Tipulidae,1,50222,Cold Creek,44.9187,-85.2003,23
050222-9/7/23,Hydrobiidae,1,50222,Cold Creek,44.9187,-85.2003,23
050222-9/7/23,Pisidiidae,1,50222,Cold Creek,44.9187,-85.2003,23
050223-9/7/23,Oligochaeta (worms),7,50223,Shanty Creek,44.9322,-85.198,15.3
050223-9/7/23,Amphipoda (scuds),52,50223,Shanty Creek,44.9322,-85.198,15.3
050223-9/7/23,Hydracarina,4,50223,Shanty Creek,44.9322,-85.198,15.3
050223-9/7/23,Baetidae,21,50223,Shanty Creek,44.9322,-85.198,15.3
050223-9/7/23,Ephemerellidae,2,50223,Shanty Creek,44.9322,-85.198,15.3
050223-9/7/23,Leptophlebiidae,13,50223,Shanty Creek,44.9322,-85.198,15.3
050223-9/7/23,Nemouridae,5,50223,Shanty Creek,44.9322,-85.198,15.3
050223-9/7/23,Perlodidae,1,50223,Shanty Creek,44.9322,-85.198,15.3
050223-9/7/23,Corixidae,1,50223,Shanty Creek,44.9322,-85.198,15.3
050223-9/7/23,Brachycentridae,14,50223,Shanty Creek,44.9322,-85.198,15.3
050223-9/7/23,Hydropsychidae,1,50223,Shanty Creek,44.9322,-85.198,15.3
050223-9/7/23,Lepidostomatidae,1,50223,Shanty Creek,44.9322,-85.198,15.3
050223-9/7/23,Limnephilidae,2,50223,Shanty Creek,44.9322,-85.198,15.3
050223-9/7/23,Ceratopogonidae,1,50223,Shanty Creek,44.9322,-85.198,15.3
050223-9/7/23,Chironomidae,61,50223,Shanty Creek,44.9322,-85.198,15.3
050223-9/7/23,Simulidae,15,50223,Shanty Creek,44.9322,-85.198,15.3
050223-9/7/23,Tipulidae,2,50223,Shanty Creek,44.9322,-85.198,15.3
050223-9/7/23,Pisidiidae,1,50223,Shanty Creek,44.9322,-85.198,15.3
050283-7/28/23,Oligochaeta (worms),3,50283,Jordan River,45.0596,-84.95295,36.7
050283-7/28/23,Hydracarina,14,50283,Jordan River,45.0596,-84.95295,36.7
050283-7/28/23,Baetiscidae,4,50283,Jordan River,45.0596,-84.95295,36.7
050283-7/28/23,Baetidae,34,50283,Jordan River,45.0596,-84.95295,36.7
050283-7/28/23,Caenidae,1,50283,Jordan River,45.0596,-84.95295,36.7
050283-7/28/23,Ephemerellidae,11,50283,Jordan River,45.0596,-84.95295,36.7
050283-7/28/23,Tricorythidae,3,50283,Jordan River,45.0596,-84.95295,36.7
050283-7/28/23,Brachycentridae,9,50283,Jordan River,45.0596,-84.95295,36.7
050283-7/28/23,Hydropsychidae,5,50283,Jordan River,45.0596,-84.95295,36.7
050283-7/28/23,Hydroptilidae,11,50283,Jordan River,45.0596,-84.95295,36.7
050283-7/28/23,Limnephilidae,16,50283,Jordan River,45.0596,-84.95295,36.7
050283-7/28/23,Molannidae,1,50283,Jordan River,45.0596,-84.95295,36.7
050283-7/28/23,Philopotamidae,1,50283,Jordan River,45.0596,-84.95295,36.7
050283-7/28/23,Phryganeidae,1,50283,Jordan River,45.0596,-84.95295,36.7
050283-7/28/23,Polycentropodidae,1,50283,Jordan River,45.0596,-84.95295,36.7
050283-7/28/23,Dytiscidae (total),1,50283,Jordan River,45.0596,-84.95295,36.7
050283-7/28/23,Elmidae,2,50283,Jordan River,45.0596,-84.95295,36.7
050283-7/28/23,Chironomidae,99,50283,Jordan River,45.0596,-84.95295,36.7
050283-7/28/23,Simulidae,20,50283,Jordan River,45.0596,-84.95295,36.7
050283-7/28/23,Tabanidae,3,50283,Jordan River,45.0596,-84.95295,36.7
050283-7/28/23,Tipulidae,1,50283,Jordan River,45.0596,-84.95295,36.7
050283-7/28/23,Lymnaeidae,6,50283,Jordan River,45.0596,-84.95295,36.7
050283-7/28/23,Physidae,1,50283,Jordan River,45.0596,-84.95295,36.7
050285-7/28/23,Oligochaeta (worms),29,50285,Jordan River,45.01627,-84.99817,29.7
050285-7/28/23,Amphipoda (scuds),7,50285,Jordan River,45.01627,-84.99817,29.7
050285-7/28/23,Isopoda (sowbugs),1,50285,Jordan River,45.01627,-84.99817,29.7
050285-7/28/23,Baetidae,48,50285,Jordan River,45.01627,-84.99817,29.7
050285-7/28/23,Ephemerellidae,11,50285,Jordan River,45.01627,-84.99817,29.7
050285-7/28/23,Heptageniidae,5,50285,Jordan River,45.01627,-84.99817,29.7
050285-7/28/23,Leptophlebiidae,1,50285,Jordan River,45.01627,-84.99817,29.7
050285-7/28/23,Tricorythidae,1,50285,Jordan River,45.01627,-84.99817,29.7
050285-7/28/23,Leuctridae,4,50285,Jordan River,45.01627,-84.99817,29.7
050285-7/28/23,Nemouridae,7,50285,Jordan River,45.01627,-84.99817,29.7
050285-7/28/23,Pteronarcyidae,1,50285,Jordan River,45.01627,-84.99817,29.7
050285-7/28/23,Brachycentridae,2,50285,Jordan River,45.01627,-84.99817,29.7
050285-7/28/23,Hydropsychidae,11,50285,Jordan River,45.01627,-84.99817,29.7
050285-7/28/23,Hydroptilidae,1,50285,Jordan River,45.01627,-84.99817,29.7
050285-7/28/23,Limnephilidae,3,50285,Jordan River,45.01627,-84.99817,29.7
050285-7/28/23,Elmidae,3,50285,Jordan River,45.01627,-84.99817,29.7
050285-7/28/23,Athericidae,9,50285,Jordan River,45.01627,-84.99817,29.7
050285-7/28/23,Ceratopogonidae,1,50285,Jordan River,45.01627,-84.99817,29.7
050285-7/28/23,Chironomidae,21,50285,Jordan River,45.01627,-84.99817,29.7
050285-7/28/23,Simulidae,31,50285,Jordan River,45.01627,-84.99817,29.7
050285-7/28/23,Lymnaeidae,1,50285,Jordan River,45.01627,-84.99817,29.7
050286-8/2/23,PORIFERA (sponges),1,50286,Intermediate River,45.09319,-85.1936,21.7
050286-8/2/23,Oligochaeta (worms),9,50286,Intermediate River,45.09319,-85.1936,21.7
050286-8/2/23,Amphipoda (scuds),14,50286,Intermediate River,45.09319,-85.1936,21.7
050286-8/2/23,Decapoda (crayfish),1,50286,Intermediate River,45.09319,-85.1936,21.7
050286-8/2/23,Hydracarina,7,50286,Intermediate River,45.09319,-85.1936,21.7
050286-8/2/23,Baetiscidae,4,50286,Intermediate River,45.09319,-85.1936,21.7
050286-8/2/23,Baetidae,69,50286,Intermediate River,45.09319,-85.1936,21.7
050286-8/2/23,Caenidae,8,50286,Intermediate River,45.09319,-85.1936,21.7
050286-8/2/23,Ephemeridae,9,50286,Intermediate River,45.09319,-85.1936,21.7
050286-8/2/23,Heptageniidae,26,50286,Intermediate River,45.09319,-85.1936,21.7
050286-8/2/23,Aeshnidae,7,50286,Intermediate River,45.09319,-85.1936,21.7
050286-8/2/23,Gomphidae,2,50286,Intermediate River,45.09319,-85.1936,21.7
050286-8/2/23,Calopterygidae,3,50286,Intermediate River,45.09319,-85.1936,21.7
050286-8/2/23,Veliidae,14,50286,Intermediate River,45.09319,-85.1936,21.7
050286-8/2/23,Brachycentridae,1,50286,Intermediate River,45.09319,-85.1936,21.7
050286-8/2/23,Helicopsychidae,2,50286,Intermediate River,45.09319,-85.1936,21.7
050286-8/2/23,Hydropsychidae,15,50286,Intermediate River,45.09319,-85.1936,21.7
050286-8/2/23,Leptoceridae,9,50286,Intermediate River,45.09319,-85.1936,21.7
050286-8/2/23,Polycentropodidae,10,50286,Intermediate River,45.09319,-85.1936,21.7
050286-8/2/23,Elmidae,17,50286,Intermediate River,45.09319,-85.1936,21.7
050286-8/2/23,Chironomidae,22,50286,Intermediate River,45.09319,-85.1936,21.7
050286-8/2/23,Simulidae,9,50286,Intermediate River,45.09319,-85.1936,21.7
050286-8/2/23,Tabanidae,2,50286,Intermediate River,45.09319,-85.1936,21.7
050286-8/2/23,Ancylidae (limpets),1,50286,Intermediate River,45.09319,-85.1936,21.7
050286-8/2/23,Physidae,4,50286,Intermediate River,45.09319,-85.1936,21.7
050286-8/2/23,Viviparidae,1,50286,Intermediate River,45.09319,-85.1936,21.7
050286-8/2/23,Dreissenidae,1,50286,Intermediate River,45.09319,-85.1936,21.7
050286-8/2/23,Pisidiidae,10,50286,Intermediate River,45.09319,-85.1936,21.7
